,iid,gender,partner,pid,match,samerace,age_o,race_o,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,race,imprace,imprelig,income,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
162,17,1,3,3.0,0,1,25.0,2.0,10.0,35.0,10.0,10.0,0.0,9.0,10.0,7.0,7.0,9.0,8.0,7.0,2.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,2.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0
163,17,1,4,4.0,0,1,23.0,2.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,7.0,10.0,5.0,5.0,1.0,2.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,2.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0
164,17,1,5,5.0,0,1,21.0,2.0,5.0,25.0,25.0,10.0,15.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,2.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,2.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0
165,17,1,6,6.0,0,0,23.0,4.0,25.0,20.0,25.0,5.0,15.0,8.0,8.0,8.0,3.0,4.0,8.0,7.0,2.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,2.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0
166,17,1,7,7.0,0,0,22.0,4.0,15.0,25.0,20.0,15.0,10.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,2.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,2.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0
167,17,1,8,8.0,0,1,25.0,2.0,18.18,27.27,18.18,18.18,9.09,7.0,8.0,5.0,7.0,7.0,6.0,6.0,2.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,2.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0
168,17,1,9,9.0,1,0,26.0,6.0,10.0,20.0,30.0,10.0,10.0,8.0,9.0,6.0,6.0,6.0,7.0,5.0,2.0,30.0,13.0,2.0,1.0,1.0,38548.0,3.0,2.0,2.0,8.0,2.0,9.0,7.0,7.0,5.0,4.0,2.0,6.0,4.0,2.0,7.0,9.0,7.0,7.0,2.0,2.0
171,18,1,2,2.0,0,1,24.0,2.0,5.0,25.0,20.0,0.0,5.0,8.0,7.0,5.0,9.0,5.0,5.0,6.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
172,18,1,3,3.0,0,1,25.0,2.0,10.0,35.0,10.0,10.0,0.0,9.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
173,18,1,4,4.0,0,1,23.0,2.0,20.0,20.0,20.0,10.0,10.0,9.0,9.0,5.0,9.0,7.0,6.0,6.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
174,18,1,5,5.0,0,1,21.0,2.0,5.0,25.0,25.0,10.0,15.0,5.0,7.0,6.0,7.0,5.0,6.0,4.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
175,18,1,6,6.0,0,0,23.0,4.0,25.0,20.0,25.0,5.0,15.0,8.0,9.0,2.0,8.0,3.0,5.0,5.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
176,18,1,7,7.0,0,0,22.0,4.0,15.0,25.0,20.0,15.0,10.0,7.0,8.0,5.0,9.0,5.0,5.0,7.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
177,18,1,8,8.0,1,1,25.0,2.0,18.18,27.27,18.18,18.18,9.09,6.0,7.0,4.0,5.0,6.0,5.0,4.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
178,18,1,9,9.0,0,0,26.0,6.0,10.0,20.0,30.0,10.0,10.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0,2.0,27.0,8.0,2.0,8.0,8.0,52010.0,6.0,1.0,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0
216,22,0,1,40.0,0,0,25.0,4.0,20.0,25.0,20.0,10.0,0.0,10.0,8.0,8.0,6.0,4.0,3.0,1.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
218,22,0,3,42.0,0,0,23.0,4.0,25.0,20.0,15.0,10.0,10.0,6.0,8.0,5.0,5.0,1.0,2.0,1.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
219,22,0,4,43.0,0,0,24.0,2.0,35.0,30.0,10.0,0.0,0.0,5.0,5.0,3.0,5.0,1.0,5.0,2.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
220,22,0,5,44.0,1,0,24.0,2.0,15.0,25.0,25.0,15.0,15.0,7.0,6.0,6.0,8.0,5.0,6.0,5.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
221,22,0,6,45.0,1,0,28.0,2.0,15.0,25.0,15.0,0.0,20.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
222,22,0,7,46.0,0,0,26.0,2.0,35.0,20.0,10.0,10.0,5.0,8.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
223,22,0,8,47.0,0,0,30.0,2.0,20.0,25.0,25.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,4.0,6.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
227,22,0,12,51.0,0,0,23.0,2.0,10.0,35.0,15.0,0.0,15.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
228,22,0,13,52.0,0,0,21.0,2.0,20.0,15.0,30.0,5.0,15.0,6.0,7.0,6.0,5.0,5.0,4.0,2.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
229,22,0,14,53.0,0,0,28.0,2.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,7.0,8.0,6.0,7.0,5.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
230,22,0,15,54.0,0,0,28.0,2.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,6.0,6.0,5.0,6.0,4.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
231,22,0,16,55.0,0,1,23.0,1.0,25.0,25.0,10.0,10.0,10.0,8.0,9.0,7.0,10.0,8.0,7.0,7.0,2.0,27.0,9.0,1.0,1.0,2.0,28418.0,6.0,2.0,5.0,1.0,2.0,2.0,8.0,8.0,8.0,1.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0
248,24,0,1,40.0,0,0,25.0,4.0,20.0,25.0,20.0,10.0,0.0,10.0,9.0,9.0,8.0,5.0,2.0,3.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
250,24,0,3,42.0,0,0,23.0,4.0,25.0,20.0,15.0,10.0,10.0,6.0,7.0,9.0,8.0,2.0,3.0,1.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
251,24,0,4,43.0,0,1,24.0,2.0,35.0,30.0,10.0,0.0,0.0,5.0,6.0,4.0,7.0,2.0,5.0,5.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
252,24,0,5,44.0,0,1,24.0,2.0,15.0,25.0,25.0,15.0,15.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
253,24,0,6,45.0,0,1,28.0,2.0,15.0,25.0,15.0,0.0,20.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
254,24,0,7,46.0,0,1,26.0,2.0,35.0,20.0,10.0,10.0,5.0,8.0,8.0,8.0,7.0,9.0,8.0,5.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
255,24,0,8,47.0,0,1,30.0,2.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
257,24,0,10,49.0,0,0,25.0,4.0,20.0,20.0,20.0,5.0,15.0,7.0,6.0,5.0,6.0,7.0,7.0,4.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
259,24,0,12,51.0,0,1,23.0,2.0,10.0,35.0,15.0,0.0,15.0,5.0,7.0,6.0,6.0,6.0,6.0,2.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
260,24,0,13,52.0,0,1,21.0,2.0,20.0,15.0,30.0,5.0,15.0,7.0,9.0,5.0,6.0,2.0,4.0,2.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
261,24,0,14,53.0,0,1,28.0,2.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
262,24,0,15,54.0,0,1,28.0,2.0,20.0,20.0,20.0,0.0,0.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
263,24,0,16,55.0,0,0,23.0,1.0,25.0,25.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,6.0,8.0,6.0,2.0,27.0,11.0,2.0,2.0,3.0,43185.0,6.0,4.0,9.0,10.0,1.0,10.0,9.0,6.0,6.0,10.0,6.0,3.0,6.0,1.0,6.0,9.0,8.0,8.0,6.0,7.0
264,25,0,1,40.0,0,0,25.0,4.0,20.0,25.0,20.0,10.0,0.0,10.0,9.0,9.0,8.0,4.0,3.0,1.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
267,25,0,4,43.0,0,1,24.0,2.0,35.0,30.0,10.0,0.0,0.0,5.0,6.0,6.0,5.0,1.0,6.0,1.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
268,25,0,5,44.0,0,1,24.0,2.0,15.0,25.0,25.0,15.0,15.0,6.0,6.0,7.0,5.0,4.0,7.0,6.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
269,25,0,6,45.0,0,1,28.0,2.0,15.0,25.0,15.0,0.0,20.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
270,25,0,7,46.0,0,1,26.0,2.0,35.0,20.0,10.0,10.0,5.0,8.0,7.0,8.0,7.0,8.0,9.5,6.0,1.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
271,25,0,8,47.0,0,1,30.0,2.0,20.0,25.0,25.0,5.0,5.0,7.0,5.0,5.0,5.0,2.0,6.0,5.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
273,25,0,10,49.0,0,0,25.0,4.0,20.0,20.0,20.0,5.0,15.0,8.0,7.0,8.0,6.0,5.0,8.0,4.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
275,25,0,12,51.0,0,1,23.0,2.0,10.0,35.0,15.0,0.0,15.0,4.0,7.0,6.0,2.0,2.0,3.0,3.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
276,25,0,13,52.0,0,1,21.0,2.0,20.0,15.0,30.0,5.0,15.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
277,25,0,14,53.0,0,1,28.0,2.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
278,25,0,15,54.0,0,1,28.0,2.0,20.0,20.0,20.0,0.0,0.0,9.0,9.0,9.0,7.0,5.0,7.0,5.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
279,25,0,16,55.0,0,0,23.0,1.0,25.0,25.0,10.0,10.0,10.0,9.0,8.0,10.0,9.0,8.0,9.0,6.0,2.0,25.0,11.0,2.0,10.0,2.0,23152.0,5.0,2.0,9.0,7.0,4.0,7.0,7.0,6.0,3.0,5.0,6.0,8.0,9.0,9.0,7.0,10.0,6.0,8.0,8.0,4.0
280,26,0,1,40.0,0,0,25.0,4.0,20.0,25.0,20.0,10.0,0.0,9.0,9.0,8.0,7.0,4.0,3.0,1.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
283,26,0,4,43.0,0,1,24.0,2.0,35.0,30.0,10.0,0.0,0.0,5.0,7.0,5.0,5.0,2.0,5.0,4.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
284,26,0,5,44.0,0,1,24.0,2.0,15.0,25.0,25.0,15.0,15.0,7.0,7.0,8.0,7.0,7.0,9.0,7.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
285,26,0,6,45.0,0,1,28.0,2.0,15.0,25.0,15.0,0.0,20.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
286,26,0,7,46.0,0,1,26.0,2.0,35.0,20.0,10.0,10.0,5.0,9.0,9.0,10.0,7.0,8.0,9.5,7.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
287,26,0,8,47.0,0,1,30.0,2.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
289,26,0,10,49.0,0,0,25.0,4.0,20.0,20.0,20.0,5.0,15.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
291,26,0,12,51.0,0,1,23.0,2.0,10.0,35.0,15.0,0.0,15.0,3.0,5.0,5.0,3.0,2.0,6.0,6.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
292,26,0,13,52.0,0,1,21.0,2.0,20.0,15.0,30.0,5.0,15.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
293,26,0,14,53.0,0,1,28.0,2.0,15.0,20.0,10.0,5.0,10.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
294,26,0,15,54.0,0,1,28.0,2.0,20.0,20.0,20.0,0.0,0.0,8.0,7.0,8.0,7.0,6.0,7.0,4.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
295,26,0,16,55.0,0,0,23.0,1.0,25.0,25.0,10.0,10.0,10.0,9.0,8.0,9.0,9.0,8.0,9.0,7.0,2.0,23.0,11.0,2.0,2.0,4.0,43664.0,5.0,2.0,9.0,9.0,4.0,9.0,7.0,7.0,4.0,6.0,5.0,7.0,5.0,3.0,9.0,9.0,6.0,4.0,5.0,1.0
296,27,0,1,40.0,0,0,25.0,4.0,20.0,25.0,20.0,10.0,0.0,8.0,6.0,8.0,7.0,5.0,5.0,2.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
299,27,0,4,43.0,0,0,24.0,2.0,35.0,30.0,10.0,0.0,0.0,6.0,5.0,7.0,3.0,5.0,6.0,2.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
300,27,0,5,44.0,0,0,24.0,2.0,15.0,25.0,25.0,15.0,15.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
301,27,0,6,45.0,0,0,28.0,2.0,15.0,25.0,15.0,0.0,20.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
302,27,0,7,46.0,1,0,26.0,2.0,35.0,20.0,10.0,10.0,5.0,8.0,8.0,8.0,7.0,9.0,9.5,7.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
303,27,0,8,47.0,0,0,30.0,2.0,20.0,25.0,25.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,7.0,6.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
305,27,0,10,49.0,0,0,25.0,4.0,20.0,20.0,20.0,5.0,15.0,8.0,7.0,7.0,7.0,0.0,7.0,5.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
307,27,0,12,51.0,0,0,23.0,2.0,10.0,35.0,15.0,0.0,15.0,4.0,4.0,7.0,5.0,3.0,6.0,2.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
308,27,0,13,52.0,0,0,21.0,2.0,20.0,15.0,30.0,5.0,15.0,7.0,7.0,6.0,6.0,7.0,7.0,3.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
309,27,0,14,53.0,0,0,28.0,2.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
310,27,0,15,54.0,0,0,28.0,2.0,20.0,20.0,20.0,0.0,0.0,9.0,8.0,9.0,8.0,7.0,8.0,5.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
311,27,0,16,55.0,0,0,23.0,1.0,25.0,25.0,10.0,10.0,10.0,8.0,9.0,10.0,9.0,8.0,10.0,7.0,2.0,22.0,3.0,3.0,1.0,5.0,48441.0,6.0,2.0,9.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0
